speaker,topic_id,topic_label,prevalence,us_score,them_score,elite_score,outgroup_score,antagonism_score,radicality_seed_score,distinct_hit_count,category_count,populism_score,us_hits,elite_hits,outgroup_hits,antagonism_hits,radicality_hits,rank_within_speaker,selected_reason
Reagan,4,carter | economic | carters | productive,0.2186199587568228,0.06077373859551289,0.22385156466435369,0.06248602221325882,0.16136554245109486,0.0,0.0,4,3,0.824165929125608,families,administration,"carter, jimmy carter",,,1.0,höchster Populismus-Score
Reagan,1,world | allies | administration | federal,0.3296213556617412,0.0,0.22990650369914872,0.1736075739464738,0.056298929752674934,0.0,0.0,4,2,0.6218691051788081,,"administration, federal, federal government",soviet,,,2.0,oberhalb Schwelle bzw. als starkes Them-/Antagonismus-Topic ergänzt
Trump,5,hillary | clinton | hillary clinton | jobs,0.16464322548734742,0.0,0.4297345858114805,0.0,0.4297345858114805,0.12537694599052446,0.12537694599052446,7,2,1.164920006716174,,,"hillary, clinton, hillary clinton, illegal, immigration","criminal, corruption","criminal, corruption",1.0,höchster Populismus-Score
Trump,8,end fossil | fossil fuel | fossil | fuel,0.07115134534558808,0.0,0.5686859077024842,0.0,0.5686859077024842,0.0,0.0,3,1,0.9461602707834779,,,"biden, joe biden, biden kiddo",,,2.0,oberhalb Schwelle bzw. als starkes Them-/Antagonismus-Topic ergänzt
Trump,2,clinton | hillary | hillary clinton | jobs,0.1976554364908972,0.0,0.4322301764454327,0.06693530100857517,0.36529487543685757,0.0,0.0,4,2,0.9051222470236058,,special interests,"clinton, hillary, hillary clinton",,,3.0,oberhalb Schwelle bzw. als starkes Them-/Antagonismus-Topic ergänzt
