speaker,n_documents,n_selected_populist_topics,selected_topic_ids,share_documents_dominated_by_populist_topics,mean_document_populist_intensity,median_document_populist_intensity,share_high_populist_passages,antagonistic_passages_per_10000_clean_words,mean_passage_radicality,mean_passage_antagonism_density,enemy_category_diversity_count,enemy_category_entropy,top_enemy_categories
Reagan,10,2,"4, 1",0.7,0.6782822815641746,0.9954999110300193,0.2007042253521127,14.255573929406397,0.3157894736842105,0.3244077851239886,5,1.8389179759593386,"elite_establishment:32, party_opponent:19, foreign_adversary:15, moral_ideological_enemy:3, immigration_crime:2"
Trump,240,3,"5, 8, 2",0.32083333333333336,0.3621908055315662,0.2627843809343318,0.20003933910306845,19.2860156297085,0.7546705998033432,0.48553542899130253,5,2.1300538723103632,"party_opponent:657, elite_establishment:476, immigration_crime:388, foreign_adversary:269, moral_ideological_enemy:105"
